ID,Name,Age,Marks
179763,Student179763,19,38
179764,Student179764,19,41
179765,Student179765,19,56
179766,Student179766,19,49
179767,Student179767,22,77
179768,Student179768,19,95
179769,Student179769,18,51
179770,Student179770,25,39
179771,Student179771,19,53
179772,Student179772,19,98
179773,Student179773,19,54
179774,Student179774,20,75
179775,Student179775,25,58
179776,Student179776,18,55
179777,Student179777,22,40
179778,Student179778,24,79
179779,Student179779,25,67
179780,Student179780,25,71
179781,Student179781,20,73
179782,Student179782,24,51
179783,Student179783,25,96
179784,Student179784,25,73
179785,Student179785,21,72
179786,Student179786,18,46
179787,Student179787,18,65
179788,Student179788,20,62
179789,Student179789,20,47
179790,Student179790,24,53
179791,Student179791,22,77
179792,Student179792,21,50
179793,Student179793,22,71
179794,Student179794,19,86
179795,Student179795,20,84
179796,Student179796,19,58
179797,Student179797,22,77
179798,Student179798,21,51
179799,Student179799,20,94
179800,Student179800,25,71
179801,Student179801,23,72
179802,Student179802,18,41
179803,Student179803,20,84
179804,Student179804,25,99
179805,Student179805,18,86
179806,Student179806,22,46
179807,Student179807,25,99
179808,Student179808,19,50
179809,Student179809,20,64
179810,Student179810,21,49
179811,Student179811,19,81
179812,Student179812,21,71
179813,Student179813,18,50
179814,Student179814,19,70
179815,Student179815,24,100
179816,Student179816,24,36
179817,Student179817,22,64
179818,Student179818,23,40
179819,Student179819,23,98
179820,Student179820,24,71
179821,Student179821,18,63
179822,Student179822,25,81
179823,Student179823,20,53
179824,Student179824,20,50
179825,Student179825,19,87
179826,Student179826,24,43
179827,Student179827,24,76
179828,Student179828,24,67
179829,Student179829,25,53
179830,Student179830,24,36
179831,Student179831,18,70
179832,Student179832,24,40
179833,Student179833,24,98
179834,Student179834,23,40
179835,Student179835,21,42
179836,Student179836,24,83
179837,Student179837,19,94
179838,Student179838,22,80
179839,Student179839,19,82
179840,Student179840,20,37
179841,Student179841,18,60
179842,Student179842,25,99
179843,Student179843,24,76
179844,Student179844,18,62
179845,Student179845,20,76
179846,Student179846,23,99
179847,Student179847,22,99
179848,Student179848,25,78
179849,Student179849,22,72
179850,Student179850,18,84
179851,Student179851,20,95
179852,Student179852,20,87
179853,Student179853,24,96
179854,Student179854,20,76
179855,Student179855,18,57
179856,Student179856,21,77
179857,Student179857,20,81
179858,Student179858,20,45
179859,Student179859,24,66
179860,Student179860,20,79
179861,Student179861,18,41
179862,Student179862,25,60
179863,Student179863,21,81
179864,Student179864,18,54
179865,Student179865,25,83
179866,Student179866,25,100
179867,Student179867,20,97
179868,Student179868,21,54
179869,Student179869,21,44
179870,Student179870,25,46
179871,Student179871,21,61
179872,Student179872,24,56
179873,Student179873,22,97
179874,Student179874,25,100
179875,Student179875,23,100
179876,Student179876,22,60
179877,Student179877,22,61
179878,Student179878,18,45
179879,Student179879,18,88
179880,Student179880,22,54
179881,Student179881,22,60
179882,Student179882,24,40
179883,Student179883,20,67
179884,Student179884,20,82
179885,Student179885,20,60
179886,Student179886,20,72
179887,Student179887,25,74
179888,Student179888,20,86
179889,Student179889,19,72
179890,Student179890,22,97
179891,Student179891,24,43
179892,Student179892,25,76
179893,Student179893,19,49
179894,Student179894,22,63
179895,Student179895,18,64
179896,Student179896,18,72
179897,Student179897,24,62
179898,Student179898,19,87
179899,Student179899,19,70
179900,Student179900,23,76
179901,Student179901,24,94
179902,Student179902,21,86
179903,Student179903,24,67
179904,Student179904,25,74
179905,Student179905,25,91
179906,Student179906,25,46
179907,Student179907,25,66
179908,Student179908,23,61
179909,Student179909,19,87
179910,Student179910,18,67
179911,Student179911,20,38
179912,Student179912,18,79
179913,Student179913,19,98
179914,Student179914,19,42
179915,Student179915,21,79
179916,Student179916,23,58
179917,Student179917,24,40
179918,Student179918,18,98
179919,Student179919,21,41
179920,Student179920,24,67
179921,Student179921,20,36
179922,Student179922,25,81
179923,Student179923,18,77
179924,Student179924,22,63
179925,Student179925,21,37
179926,Student179926,22,45
179927,Student179927,21,83
179928,Student179928,22,40
179929,Student179929,25,54
179930,Student179930,21,64
179931,Student179931,23,76
179932,Student179932,22,92
179933,Student179933,19,97
179934,Student179934,21,98
179935,Student179935,23,37
179936,Student179936,21,36
179937,Student179937,20,61
179938,Student179938,25,66
179939,Student179939,24,95
179940,Student179940,19,51
179941,Student179941,20,40
179942,Student179942,20,77
179943,Student179943,24,45
179944,Student179944,19,36
179945,Student179945,22,64
179946,Student179946,19,67
179947,Student179947,21,91
179948,Student179948,21,41
179949,Student179949,24,96
179950,Student179950,22,40
179951,Student179951,25,71
179952,Student179952,18,86
179953,Student179953,21,61
179954,Student179954,23,60
179955,Student179955,18,100
179956,Student179956,21,58
179957,Student179957,25,95
179958,Student179958,20,52
179959,Student179959,23,93
179960,Student179960,18,59
179961,Student179961,20,36
179962,Student179962,21,94
179963,Student179963,24,86
179964,Student179964,20,96
179965,Student179965,21,60
179966,Student179966,23,53
179967,Student179967,20,86
179968,Student179968,25,78
179969,Student179969,23,41
179970,Student179970,21,47
179971,Student179971,23,37
179972,Student179972,22,92
179973,Student179973,20,44
179974,Student179974,20,49
179975,Student179975,18,78
179976,Student179976,18,95
179977,Student179977,21,51
179978,Student179978,24,38
179979,Student179979,25,88
179980,Student179980,20,92
179981,Student179981,22,81
179982,Student179982,18,82
179983,Student179983,18,81
179984,Student179984,21,66
179985,Student179985,18,43
179986,Student179986,24,58
179987,Student179987,22,37
179988,Student179988,19,52
179989,Student179989,25,89
179990,Student179990,22,57
179991,Student179991,20,50
179992,Student179992,22,86
179993,Student179993,18,82
179994,Student179994,20,70
179995,Student179995,20,91
179996,Student179996,20,63
179997,Student179997,21,49
179998,Student179998,24,58
179999,Student179999,25,43
180000,Student180000,22,69
180001,Student180001,21,89
180002,Student180002,24,35
180003,Student180003,20,73
180004,Student180004,23,80
180005,Student180005,23,47
180006,Student180006,24,83
180007,Student180007,19,75
180008,Student180008,24,73
180009,Student180009,21,36
180010,Student180010,25,60
180011,Student180011,25,71
180012,Student180012,23,95
180013,Student180013,24,37
180014,Student180014,22,70
180015,Student180015,25,44
180016,Student180016,23,45
180017,Student180017,19,77
180018,Student180018,21,99
180019,Student180019,23,87
180020,Student180020,24,45
180021,Student180021,23,54
180022,Student180022,19,68
180023,Student180023,19,43
180024,Student180024,25,58
180025,Student180025,23,85
180026,Student180026,20,96
180027,Student180027,19,87
180028,Student180028,25,75
180029,Student180029,19,45
180030,Student180030,22,49
180031,Student180031,25,55
180032,Student180032,22,38
180033,Student180033,24,59
180034,Student180034,19,97
180035,Student180035,24,43
180036,Student180036,20,44
180037,Student180037,20,87
180038,Student180038,19,47
180039,Student180039,21,63
180040,Student180040,25,64
180041,Student180041,25,76
180042,Student180042,19,75
180043,Student180043,25,64
180044,Student180044,22,100
180045,Student180045,25,89
180046,Student180046,18,76
180047,Student180047,19,36
180048,Student180048,24,63
180049,Student180049,21,44
180050,Student180050,25,51
180051,Student180051,21,60
180052,Student180052,25,95
180053,Student180053,18,52
180054,Student180054,20,61
180055,Student180055,22,43
180056,Student180056,21,94
180057,Student180057,20,51
180058,Student180058,20,81
180059,Student180059,25,76
180060,Student180060,19,44
180061,Student180061,19,40
180062,Student180062,18,84
180063,Student180063,23,93
180064,Student180064,21,78
180065,Student180065,23,47
180066,Student180066,20,86
180067,Student180067,20,91
180068,Student180068,19,57
180069,Student180069,18,48
180070,Student180070,20,66
180071,Student180071,21,89
180072,Student180072,22,68
180073,Student180073,24,97
180074,Student180074,24,93
180075,Student180075,23,83
180076,Student180076,18,54
180077,Student180077,18,77
180078,Student180078,19,39
180079,Student180079,21,81
180080,Student180080,20,68
180081,Student180081,24,37
180082,Student180082,18,44
180083,Student180083,19,90
180084,Student180084,18,45
180085,Student180085,23,96
180086,Student180086,25,48
180087,Student180087,22,83
180088,Student180088,22,71
180089,Student180089,19,68
180090,Student180090,22,63
180091,Student180091,24,97
180092,Student180092,20,46
180093,Student180093,25,56
180094,Student180094,23,58
180095,Student180095,22,52
180096,Student180096,20,76
180097,Student180097,18,82
180098,Student180098,18,50
180099,Student180099,24,62
180100,Student180100,22,60
180101,Student180101,21,97
180102,Student180102,19,47
180103,Student180103,20,75
180104,Student180104,20,43
180105,Student180105,23,77
180106,Student180106,22,37
180107,Student180107,24,44
180108,Student180108,22,36
180109,Student180109,19,80
180110,Student180110,24,71
180111,Student180111,20,75
180112,Student180112,25,68
180113,Student180113,24,77
180114,Student180114,24,48
180115,Student180115,18,85
180116,Student180116,23,79
180117,Student180117,20,63
180118,Student180118,24,40
180119,Student180119,25,36
180120,Student180120,19,48
180121,Student180121,20,60
180122,Student180122,18,66
180123,Student180123,20,64
180124,Student180124,19,92
180125,Student180125,21,47
180126,Student180126,24,42
180127,Student180127,21,83
180128,Student180128,21,63
180129,Student180129,25,62
180130,Student180130,23,74
180131,Student180131,20,81
180132,Student180132,24,85
180133,Student180133,21,59
180134,Student180134,24,43
180135,Student180135,25,50
180136,Student180136,21,54
180137,Student180137,22,67
180138,Student180138,24,39
180139,Student180139,24,47
180140,Student180140,23,69
180141,Student180141,21,89
180142,Student180142,25,38
180143,Student180143,22,72
180144,Student180144,24,35
180145,Student180145,21,64
180146,Student180146,18,43
180147,Student180147,24,97
180148,Student180148,24,47
180149,Student180149,23,95
180150,Student180150,19,45
180151,Student180151,20,96
180152,Student180152,22,58
180153,Student180153,24,85
180154,Student180154,22,58
180155,Student180155,19,67
180156,Student180156,21,78
180157,Student180157,19,85
180158,Student180158,20,97
180159,Student180159,25,47
180160,Student180160,19,92
180161,Student180161,25,79
180162,Student180162,20,78
180163,Student180163,24,35
180164,Student180164,25,44
180165,Student180165,23,49
180166,Student180166,19,78
180167,Student180167,19,81
180168,Student180168,18,88
180169,Student180169,21,90
180170,Student180170,19,46
180171,Student180171,24,44
180172,Student180172,18,44
180173,Student180173,18,59
180174,Student180174,25,75
180175,Student180175,18,49
180176,Student180176,23,40
180177,Student180177,21,54
180178,Student180178,18,36
180179,Student180179,23,86
180180,Student180180,22,55
180181,Student180181,18,37
180182,Student180182,22,83
180183,Student180183,21,78
180184,Student180184,20,91
180185,Student180185,18,53
180186,Student180186,25,40
180187,Student180187,23,42
180188,Student180188,18,71
180189,Student180189,20,86
180190,Student180190,23,49
180191,Student180191,23,62
180192,Student180192,23,38
180193,Student180193,19,76
180194,Student180194,22,77
180195,Student180195,22,79
180196,Student180196,19,78
180197,Student180197,19,49
180198,Student180198,25,85
180199,Student180199,19,70
180200,Student180200,19,63
180201,Student180201,25,74
180202,Student180202,21,93
180203,Student180203,23,84
180204,Student180204,21,72
180205,Student180205,22,75
180206,Student180206,23,64
180207,Student180207,24,94
180208,Student180208,24,64
180209,Student180209,24,86
180210,Student180210,20,59
180211,Student180211,23,80
180212,Student180212,20,83
180213,Student180213,23,74
180214,Student180214,25,97
180215,Student180215,19,36
180216,Student180216,22,48
180217,Student180217,20,88
180218,Student180218,19,96
180219,Student180219,23,92
180220,Student180220,18,49
180221,Student180221,18,84
180222,Student180222,22,45
180223,Student180223,20,100
180224,Student180224,19,44
180225,Student180225,18,58
180226,Student180226,24,71
180227,Student180227,20,81
180228,Student180228,23,66
180229,Student180229,19,40
180230,Student180230,23,48
180231,Student180231,25,46
180232,Student180232,25,78
180233,Student180233,24,61
180234,Student180234,19,77
180235,Student180235,25,49
180236,Student180236,21,37
180237,Student180237,25,43
180238,Student180238,19,86
180239,Student180239,25,65
180240,Student180240,23,89
180241,Student180241,21,83
180242,Student180242,24,79
180243,Student180243,20,69
180244,Student180244,22,49
180245,Student180245,22,73
180246,Student180246,24,100
180247,Student180247,22,56
180248,Student180248,18,90
180249,Student180249,22,84
180250,Student180250,25,68
180251,Student180251,25,50
180252,Student180252,24,50
180253,Student180253,22,76
180254,Student180254,19,72
180255,Student180255,22,67
180256,Student180256,18,63
180257,Student180257,24,47
180258,Student180258,19,80
180259,Student180259,23,57
180260,Student180260,21,88
180261,Student180261,20,82
180262,Student180262,25,55
180263,Student180263,20,59
180264,Student180264,23,54
180265,Student180265,24,97
180266,Student180266,22,74
180267,Student180267,23,94
180268,Student180268,19,76
180269,Student180269,24,78
180270,Student180270,18,57
180271,Student180271,25,94
180272,Student180272,23,84
180273,Student180273,24,67
180274,Student180274,18,62
180275,Student180275,22,99
180276,Student180276,22,50
180277,Student180277,25,78
180278,Student180278,25,51
180279,Student180279,20,80
180280,Student180280,24,90
180281,Student180281,19,83
180282,Student180282,21,57
180283,Student180283,19,97
180284,Student180284,19,87
180285,Student180285,24,55
180286,Student180286,22,98
180287,Student180287,18,72
180288,Student180288,25,57
180289,Student180289,25,62
180290,Student180290,19,52
180291,Student180291,18,88
180292,Student180292,20,72
180293,Student180293,23,46
180294,Student180294,21,63
180295,Student180295,22,50
180296,Student180296,20,75
180297,Student180297,23,84
180298,Student180298,20,73
180299,Student180299,25,67
180300,Student180300,22,64
180301,Student180301,25,76
180302,Student180302,19,99
180303,Student180303,20,91
180304,Student180304,23,61
180305,Student180305,25,99
180306,Student180306,22,71
180307,Student180307,24,84
180308,Student180308,23,60
180309,Student180309,22,76
180310,Student180310,18,97
180311,Student180311,23,98
180312,Student180312,20,98
180313,Student180313,24,73
180314,Student180314,22,76
180315,Student180315,24,43
180316,Student180316,20,81
180317,Student180317,22,83
180318,Student180318,25,89
180319,Student180319,20,81
180320,Student180320,23,49
180321,Student180321,25,77
180322,Student180322,19,90
180323,Student180323,21,44
180324,Student180324,24,88
180325,Student180325,25,84
180326,Student180326,24,36
180327,Student180327,20,78
180328,Student180328,21,99
180329,Student180329,21,45
180330,Student180330,23,40
180331,Student180331,20,39
180332,Student180332,22,80
180333,Student180333,21,69
180334,Student180334,23,58
180335,Student180335,18,70
180336,Student180336,23,64
180337,Student180337,25,37
180338,Student180338,21,52
180339,Student180339,24,44
180340,Student180340,24,90
180341,Student180341,18,82
180342,Student180342,21,61
180343,Student180343,21,85
180344,Student180344,25,62
180345,Student180345,21,86
180346,Student180346,25,71
180347,Student180347,19,75
180348,Student180348,19,80
180349,Student180349,19,60
180350,Student180350,25,98
180351,Student180351,18,69
180352,Student180352,25,50
180353,Student180353,25,41
180354,Student180354,24,72
180355,Student180355,25,92
180356,Student180356,20,98
180357,Student180357,23,35
180358,Student180358,18,73
180359,Student180359,20,36
180360,Student180360,25,83
180361,Student180361,24,76
180362,Student180362,19,85
180363,Student180363,18,45
180364,Student180364,24,52
180365,Student180365,23,57
180366,Student180366,20,65
180367,Student180367,22,35
180368,Student180368,21,50
180369,Student180369,21,66
180370,Student180370,19,93
180371,Student180371,19,87
180372,Student180372,22,69
180373,Student180373,22,76
180374,Student180374,21,51
180375,Student180375,21,93
180376,Student180376,19,50
180377,Student180377,24,76
180378,Student180378,19,36
180379,Student180379,19,57
180380,Student180380,20,78
180381,Student180381,23,73
180382,Student180382,22,91
180383,Student180383,23,64
180384,Student180384,25,74
180385,Student180385,19,100
180386,Student180386,22,66
180387,Student180387,24,84
180388,Student180388,20,75
180389,Student180389,19,84
180390,Student180390,23,70
180391,Student180391,22,50
180392,Student180392,24,68
180393,Student180393,22,84
180394,Student180394,21,86
180395,Student180395,24,55
180396,Student180396,21,52
180397,Student180397,24,41
180398,Student180398,21,43
180399,Student180399,18,81
180400,Student180400,22,41
180401,Student180401,24,49
180402,Student180402,25,62
180403,Student180403,23,64
180404,Student180404,19,76
180405,Student180405,21,100
180406,Student180406,20,90
180407,Student180407,23,75
180408,Student180408,22,68
180409,Student180409,18,56
180410,Student180410,19,65
180411,Student180411,21,61
180412,Student180412,22,65
180413,Student180413,22,41
180414,Student180414,19,48
180415,Student180415,21,76
180416,Student180416,25,85
180417,Student180417,22,76
180418,Student180418,18,60
180419,Student180419,23,66
180420,Student180420,23,98
180421,Student180421,24,35
180422,Student180422,21,96
180423,Student180423,21,97
180424,Student180424,22,56
180425,Student180425,24,52
180426,Student180426,18,85
180427,Student180427,20,67
180428,Student180428,21,79
180429,Student180429,22,83
180430,Student180430,18,59
180431,Student180431,23,50
180432,Student180432,18,44
180433,Student180433,24,50
180434,Student180434,22,97
180435,Student180435,22,52
180436,Student180436,24,83
180437,Student180437,25,96
180438,Student180438,18,79
180439,Student180439,25,91
180440,Student180440,19,39
180441,Student180441,23,85
180442,Student180442,21,41
180443,Student180443,22,59
180444,Student180444,19,97
180445,Student180445,24,97
180446,Student180446,19,82
180447,Student180447,21,89
180448,Student180448,21,89
180449,Student180449,22,89
180450,Student180450,24,97
180451,Student180451,24,56
180452,Student180452,21,72
180453,Student180453,25,77
180454,Student180454,19,36
180455,Student180455,20,89
180456,Student180456,25,59
180457,Student180457,22,96
180458,Student180458,19,90
180459,Student180459,18,68
180460,Student180460,22,80
180461,Student180461,23,68
180462,Student180462,22,66
180463,Student180463,24,54
180464,Student180464,18,82
180465,Student180465,22,98
180466,Student180466,19,53
180467,Student180467,24,86
180468,Student180468,19,48
180469,Student180469,24,53
180470,Student180470,24,53
180471,Student180471,23,92
180472,Student180472,23,43
180473,Student180473,24,73
180474,Student180474,19,88
180475,Student180475,20,85
180476,Student180476,22,48
180477,Student180477,24,63
180478,Student180478,23,37
180479,Student180479,20,62
180480,Student180480,21,93
180481,Student180481,22,70
180482,Student180482,19,36
180483,Student180483,23,57
180484,Student180484,20,84
180485,Student180485,25,58
180486,Student180486,20,35
180487,Student180487,20,78
180488,Student180488,18,43
180489,Student180489,18,71
180490,Student180490,22,91
180491,Student180491,20,70
180492,Student180492,22,65
180493,Student180493,21,84
180494,Student180494,19,99
180495,Student180495,19,39
180496,Student180496,23,61
180497,Student180497,21,76
180498,Student180498,21,55
180499,Student180499,22,39
180500,Student180500,21,95
180501,Student180501,18,43
180502,Student180502,22,97
180503,Student180503,24,35
180504,Student180504,18,45
180505,Student180505,25,78
180506,Student180506,21,73
180507,Student180507,18,61
180508,Student180508,25,93
180509,Student180509,21,41
180510,Student180510,18,84
180511,Student180511,25,63
180512,Student180512,20,37
180513,Student180513,24,85
180514,Student180514,24,63
180515,Student180515,24,37
180516,Student180516,23,62
180517,Student180517,21,75
180518,Student180518,23,48
180519,Student180519,20,52
180520,Student180520,20,95
180521,Student180521,22,40
180522,Student180522,20,85
180523,Student180523,21,62
180524,Student180524,21,83
180525,Student180525,20,70
180526,Student180526,22,81
180527,Student180527,23,83
180528,Student180528,24,42
180529,Student180529,18,64
180530,Student180530,25,94
180531,Student180531,24,94
180532,Student180532,22,38
180533,Student180533,19,85
180534,Student180534,25,46
180535,Student180535,23,47
180536,Student180536,23,73
180537,Student180537,25,72
180538,Student180538,19,53
180539,Student180539,20,45
180540,Student180540,19,41
180541,Student180541,18,50
180542,Student180542,18,63
180543,Student180543,19,59
180544,Student180544,24,77
180545,Student180545,19,96
180546,Student180546,22,62
180547,Student180547,20,82
180548,Student180548,21,73
180549,Student180549,21,45
180550,Student180550,18,63
180551,Student180551,21,89
180552,Student180552,25,85
180553,Student180553,22,68
180554,Student180554,18,96
180555,Student180555,24,77
180556,Student180556,25,35
180557,Student180557,18,36
180558,Student180558,19,94
180559,Student180559,22,63
180560,Student180560,19,68
180561,Student180561,23,71
180562,Student180562,23,67
180563,Student180563,20,35
180564,Student180564,18,66
180565,Student180565,19,83
180566,Student180566,23,46
180567,Student180567,25,52
180568,Student180568,24,45
180569,Student180569,19,98
180570,Student180570,22,71
180571,Student180571,24,74
180572,Student180572,18,80
180573,Student180573,24,94
180574,Student180574,25,44
180575,Student180575,23,64
180576,Student180576,22,80
180577,Student180577,22,84
180578,Student180578,24,100
180579,Student180579,18,38
180580,Student180580,23,48
180581,Student180581,21,61
180582,Student180582,22,62
180583,Student180583,20,81
180584,Student180584,25,85
180585,Student180585,23,73
180586,Student180586,23,98
180587,Student180587,24,80
180588,Student180588,20,79
180589,Student180589,23,54
180590,Student180590,19,53
180591,Student180591,18,53
180592,Student180592,18,93
180593,Student180593,21,68
180594,Student180594,21,92
180595,Student180595,21,47
180596,Student180596,25,55
180597,Student180597,19,75
180598,Student180598,19,88
180599,Student180599,23,73
180600,Student180600,18,71
180601,Student180601,24,37
180602,Student180602,21,49
180603,Student180603,24,60
180604,Student180604,24,87
180605,Student180605,24,87
180606,Student180606,18,53
180607,Student180607,21,43
180608,Student180608,18,41
180609,Student180609,23,83
180610,Student180610,25,90
180611,Student180611,24,44
180612,Student180612,23,65
180613,Student180613,19,59
180614,Student180614,24,93
180615,Student180615,24,51
180616,Student180616,18,84
180617,Student180617,25,47
180618,Student180618,20,55
180619,Student180619,24,85
180620,Student180620,25,96
180621,Student180621,19,89
180622,Student180622,22,53
180623,Student180623,21,36
180624,Student180624,19,39
180625,Student180625,22,55
180626,Student180626,23,83
180627,Student180627,19,36
180628,Student180628,20,51
180629,Student180629,23,57
180630,Student180630,21,85
180631,Student180631,23,69
180632,Student180632,18,77
180633,Student180633,25,87
180634,Student180634,25,70
180635,Student180635,19,53
180636,Student180636,21,76
180637,Student180637,22,68
180638,Student180638,22,69
180639,Student180639,21,60
180640,Student180640,20,74
180641,Student180641,19,88
180642,Student180642,22,86
180643,Student180643,19,52
180644,Student180644,19,97
180645,Student180645,23,87
180646,Student180646,18,36
180647,Student180647,25,37
180648,Student180648,24,52
180649,Student180649,19,37
180650,Student180650,20,82
180651,Student180651,20,44
180652,Student180652,23,81
180653,Student180653,25,95
180654,Student180654,21,39
180655,Student180655,24,44
180656,Student180656,22,92
180657,Student180657,18,38
180658,Student180658,18,38
180659,Student180659,20,92
180660,Student180660,22,41
180661,Student180661,24,54
180662,Student180662,23,87
180663,Student180663,20,66
180664,Student180664,22,64
180665,Student180665,19,39
180666,Student180666,25,66
180667,Student180667,22,70
180668,Student180668,20,86
180669,Student180669,23,47
180670,Student180670,25,95
180671,Student180671,20,35
180672,Student180672,25,78
180673,Student180673,20,79
180674,Student180674,24,50
180675,Student180675,23,94
180676,Student180676,25,70
180677,Student180677,22,97
180678,Student180678,24,56
180679,Student180679,22,77
180680,Student180680,24,96
180681,Student180681,24,59
180682,Student180682,25,66
180683,Student180683,24,73
180684,Student180684,23,96
180685,Student180685,24,39
180686,Student180686,19,91
180687,Student180687,22,70
180688,Student180688,19,38
180689,Student180689,21,42
180690,Student180690,23,53
180691,Student180691,23,95
180692,Student180692,22,46
180693,Student180693,23,59
180694,Student180694,25,81
180695,Student180695,18,35
180696,Student180696,25,100
180697,Student180697,23,66
180698,Student180698,23,85
180699,Student180699,22,92
180700,Student180700,23,98
180701,Student180701,18,96
180702,Student180702,23,94
180703,Student180703,23,43
180704,Student180704,25,86
180705,Student180705,22,36
180706,Student180706,20,54
180707,Student180707,22,85
180708,Student180708,21,82
180709,Student180709,24,50
180710,Student180710,23,47
180711,Student180711,18,79
180712,Student180712,19,37
180713,Student180713,25,69
180714,Student180714,18,87
180715,Student180715,22,70
180716,Student180716,23,85
180717,Student180717,23,40
180718,Student180718,19,93
180719,Student180719,21,55
180720,Student180720,18,91
180721,Student180721,21,74
180722,Student180722,19,47
180723,Student180723,20,91
180724,Student180724,19,70
180725,Student180725,21,85
180726,Student180726,21,91
180727,Student180727,24,50
180728,Student180728,19,74
180729,Student180729,21,43
180730,Student180730,25,72
180731,Student180731,22,98
180732,Student180732,24,100
180733,Student180733,20,90
180734,Student180734,25,73
180735,Student180735,21,83
180736,Student180736,18,62
180737,Student180737,24,97
180738,Student180738,18,54
180739,Student180739,24,49
180740,Student180740,21,57
180741,Student180741,20,87
180742,Student180742,20,95
180743,Student180743,22,62
180744,Student180744,23,42
180745,Student180745,23,56
180746,Student180746,20,42
180747,Student180747,19,98
180748,Student180748,20,64
180749,Student180749,21,86
180750,Student180750,22,40
180751,Student180751,23,68
180752,Student180752,24,100
180753,Student180753,19,56
180754,Student180754,23,69
180755,Student180755,24,57
180756,Student180756,18,75
180757,Student180757,24,68
180758,Student180758,20,36
180759,Student180759,19,87
180760,Student180760,20,49
180761,Student180761,25,76
180762,Student180762,22,37
180763,Student180763,23,41
180764,Student180764,24,56
180765,Student180765,21,96
180766,Student180766,20,38
180767,Student180767,25,81
180768,Student180768,24,54
180769,Student180769,25,65
180770,Student180770,19,100
180771,Student180771,23,45
180772,Student180772,19,62
180773,Student180773,24,91
180774,Student180774,19,43
180775,Student180775,21,82
180776,Student180776,23,50
180777,Student180777,20,70
180778,Student180778,18,74
180779,Student180779,22,97
180780,Student180780,25,60
180781,Student180781,20,89
180782,Student180782,18,82
180783,Student180783,24,52
180784,Student180784,21,37
180785,Student180785,18,48
180786,Student180786,23,67
180787,Student180787,21,45
180788,Student180788,24,94
180789,Student180789,23,60
180790,Student180790,24,80
180791,Student180791,19,76
180792,Student180792,20,89
180793,Student180793,22,87
180794,Student180794,24,76
180795,Student180795,24,55
180796,Student180796,19,39
180797,Student180797,22,59
180798,Student180798,21,70
180799,Student180799,24,83
180800,Student180800,22,81
180801,Student180801,20,52
180802,Student180802,21,49
180803,Student180803,21,95
180804,Student180804,20,96
180805,Student180805,24,37
180806,Student180806,19,85
180807,Student180807,22,84
180808,Student180808,19,91
180809,Student180809,23,100
180810,Student180810,20,56
180811,Student180811,21,44
180812,Student180812,20,54
180813,Student180813,21,81
180814,Student180814,22,86
180815,Student180815,23,81
180816,Student180816,19,55
180817,Student180817,21,72
180818,Student180818,20,98
180819,Student180819,20,47
180820,Student180820,23,91
180821,Student180821,22,93
180822,Student180822,21,77
180823,Student180823,20,58
180824,Student180824,22,95
180825,Student180825,21,69
180826,Student180826,23,85
180827,Student180827,20,81
180828,Student180828,25,94
180829,Student180829,21,93
180830,Student180830,22,89
180831,Student180831,21,76
180832,Student180832,18,62
180833,Student180833,24,59
180834,Student180834,18,64
180835,Student180835,19,90
180836,Student180836,21,77
180837,Student180837,18,76
180838,Student180838,23,41
180839,Student180839,25,49
180840,Student180840,23,91
180841,Student180841,20,50
180842,Student180842,24,37
180843,Student180843,18,93
180844,Student180844,18,99
180845,Student180845,24,50
180846,Student180846,22,80
180847,Student180847,20,71
180848,Student180848,18,71
180849,Student180849,22,38
180850,Student180850,19,50
180851,Student180851,23,86
180852,Student180852,20,77
180853,Student180853,23,89
180854,Student180854,18,88
180855,Student180855,18,90
180856,Student180856,22,91
180857,Student180857,18,86
180858,Student180858,19,75
180859,Student180859,24,65
180860,Student180860,19,65
180861,Student180861,24,62
180862,Student180862,22,56
180863,Student180863,25,55
180864,Student180864,23,46
180865,Student180865,24,88
180866,Student180866,18,96
180867,Student180867,21,95
180868,Student180868,21,44
180869,Student180869,20,52
180870,Student180870,23,83
180871,Student180871,25,54
180872,Student180872,24,98
180873,Student180873,19,94
180874,Student180874,21,67
180875,Student180875,24,65
180876,Student180876,24,67
180877,Student180877,23,48
180878,Student180878,25,75
180879,Student180879,25,68
180880,Student180880,25,94
180881,Student180881,18,65
180882,Student180882,21,48
180883,Student180883,18,98
180884,Student180884,24,54
180885,Student180885,22,97
180886,Student180886,24,70
180887,Student180887,22,84
180888,Student180888,24,46
180889,Student180889,21,67
180890,Student180890,19,95
180891,Student180891,22,43
180892,Student180892,19,84
180893,Student180893,23,66
180894,Student180894,19,90
180895,Student180895,19,88
180896,Student180896,20,44
180897,Student180897,18,81
180898,Student180898,19,60
180899,Student180899,23,76
180900,Student180900,20,75
180901,Student180901,23,72
180902,Student180902,24,56
180903,Student180903,18,100
180904,Student180904,23,48
180905,Student180905,21,38
180906,Student180906,21,60
180907,Student180907,19,66
180908,Student180908,20,100
180909,Student180909,21,53
180910,Student180910,22,98
180911,Student180911,22,63
180912,Student180912,21,42
180913,Student180913,25,38
180914,Student180914,23,63
180915,Student180915,20,69
180916,Student180916,24,59
180917,Student180917,19,82
180918,Student180918,25,97
180919,Student180919,19,88
180920,Student180920,20,77
180921,Student180921,25,45
180922,Student180922,19,71
180923,Student180923,24,42
180924,Student180924,23,82
180925,Student180925,23,99
180926,Student180926,23,73
180927,Student180927,19,71
